Date,Open,High,Low,close,adj_close,Volume,daily_returns_adj,daily_fwd_returns_adj
08-Jul-23,30346.92,30374.44,30080.16,30292.54,30292.54,7509378699,0.001641658,-0.001638968
07-Jul-23,29908,30434.64,29777.29,30342.27,30342.27,13384770155,-0.014268214,0.014474743
06-Jul-23,30507.15,31460.05,29892.23,29909.34,29909.34,21129219509,0.020222111,-0.019821283
05-Jul-23,30778.72,30877.33,30225.61,30514.17,30514.17,12481622280,0.008632383,-0.008558503
04-Jul-23,31156.87,31325.2,30659.36,30777.58,30777.58,12810828427,0.01230961,-0.012159926
03-Jul-23,30624.52,31375.61,30586.51,31156.44,31156.44,15271884873,-0.017192914,0.017493682
02-Jul-23,30587.27,30766.14,30264.02,30620.77,30620.77,10533418042,-0.001002261,0.001003266
01-Jul-23,30471.85,30641.29,30328.87,30590.08,30590.08,9086606733,-0.003688451,0.003702106
30-Jun-23,30441.35,31256.86,29600.28,30477.25,30477.25,26387306197,-0.001046682,0.001047779
29-Jun-23,30086.19,30796.25,30057.2,30445.35,30445.35,13180860821,-0.011794905,0.011935685
28-Jun-23,30696.56,30703.28,29921.82,30086.25,30086.25,14571500779,0.020006149,-0.019613753
27-Jun-23,30274.32,31006.79,30236.65,30688.16,30688.16,16428827944,-0.01358928,0.013776493
26-Jun-23,30480.52,30636.03,29955.74,30271.13,30271.13,16493186997,0.006908563,-0.006861162
25-Jun-23,30545.15,31041.27,30327.94,30480.26,30480.26,12703464114,0.002245388,-0.002240357
24-Jun-23,30708.74,30804.15,30290.15,30548.7,30548.7,12147822496,0.00480446,-0.004781487
23-Jun-23,29896.38,31389.54,29845.21,30695.47,30695.47,24115570085,-0.02551484,0.026182892
22-Jun-23,29995.94,30496,29679.16,29912.28,29912.28,20653160491,0.003845243,-0.003830514
21-Jun-23,28311.31,30737.33,28283.41,30027.3,30027.3,33346760979,-0.056608819,0.060005669
20-Jun-23,26841.66,28388.97,26668.79,28327.49,28327.49,22211859147,-0.052121102,0.05498709
19-Jun-23,26335.44,26984.61,26312.83,26851.03,26851.03,12826986222,-0.019173194,0.019547991
18-Jun-23,26510.46,26675.93,26325.89,26336.21,26336.21,9565695129,0.006624719,-0.006581121
17-Jun-23,26328.68,26769.39,26174.49,26510.68,26510.68,11090276850,-0.006911177,0.006959274
16-Jun-23,25575.28,26463.17,25245.36,26327.46,26327.46,16324646965,-0.028528008,0.029365755
15-Jun-23,25121.67,25735.31,24797.17,25576.39,25576.39,15837384409,-0.01766121,0.017978736
14-Jun-23,25920.26,26041.8,24902.15,25124.68,25124.68,14265717766,0.031604383,-0.030636146
13-Jun-23,25902.94,26376.35,25728.37,25918.73,25918.73,14143474486,-0.000626188,0.00062658
12-Jun-23,25934.29,26087.92,25675.2,25902.5,25902.5,11677889997,0.0014543,-0.001452188
11-Jun-23,25854.03,26203.44,25668.99,25940.17,25940.17,10732609603,-0.003428274,0.003440067
10-Jun-23,26481.76,26531.04,25501.84,25851.24,25851.24,19872933189,0.024336937,-0.023758722
09-Jun-23,26505.92,26770.29,26339.31,26480.38,26480.38,11015551640,0.001051344,-0.00105024
08-Jun-23,26347.65,26797.51,26246.66,26508.22,26508.22,11904824295,-0.006119611,0.006157291
07-Jun-23,27235.65,27332.18,26146.99,26346,26346,19530045082,0.033886738,-0.032776064
06-Jun-23,25732.11,27313.82,25434.87,27238.78,27238.78,21929670693,-0.054285838,0.057401951
05-Jun-23,27123.11,27129.98,25445.17,25760.1,25760.1,21513292646,0.052754842,-0.050111232
04-Jun-23,27075.12,27407.02,26968.22,27119.07,27119.07,9360912318,-0.001620262,0.001622892
03-Jun-23,27252.32,27317.05,26958,27075.13,27075.13,8385597470,0.006443552,-0.006402298
02-Jun-23,26824.56,27303.86,26574.64,27249.59,27249.59,14837415000,-0.015766109,0.016018661
01-Jun-23,27218.41,27346.11,26671.72,26819.97,26819.97,14678970415,0.014902701,-0.014683872
31-May-23,27700.53,27831.68,26866.45,27219.66,27219.66,15656371534,0.017733138,-0.017424154
30-May-23,27745.12,28044.76,27588.5,27702.35,27702.35,13251081851,0.001571347,-0.001568882
29-May-23,28075.59,28432.04,27563.88,27745.88,27745.88,15181308984,0.012245782,-0.012097637
28-May-23,26871.16,28193.45,26802.75,28085.65,28085.65,14545229578,-0.043342419,0.045306094
27-May-23,26720.18,26888.88,26621.14,26868.35,26868.35,7892015141,-0.005547791,0.005578741
26-May-23,26474.18,26916.67,26343.95,26719.29,26719.29,12711619225,-0.009097547,0.009181072
25-May-23,26329.46,26591.52,25890.59,26476.21,26476.21,13851122697,-0.005340266,0.005368937
24-May-23,27224.6,27224.6,26106.58,26334.82,26334.82,16299104428,0.033830115,-0.03272309
23-May-23,26855.96,27434.68,26816.18,27225.73,27225.73,13697203143,-0.013753534,0.013945331
22-May-23,26749.89,27045.73,26549.73,26851.28,26851.28,11056770492,-0.00362925,0.003642469
21-May-23,27118.42,27265.92,26706.92,26753.83,26753.83,8647416921,0.014045092,-0.013850559
20-May-23,26888.84,27155.16,26843.28,27129.59,27129.59,7044911360,-0.008826525,0.008905126
19-May-23,26826.75,27128.62,26700.21,26890.13,26890.13,11258983301,-0.00215395,0.0021586
18-May-23,27401.65,27466.53,26415.1,26832.21,26832.21,15222938600,0.021116039,-0.020679373
17-May-23,27035.47,27465.93,26600.14,27398.8,27398.8,15140006925,-0.013217732,0.013394781
16-May-23,27171.51,27299.3,26878.95,27036.65,27036.65,12732238816,0.005771425,-0.005738307
15-May-23,26931.38,27646.35,26766.1,27192.69,27192.69,14413231792,-0.009636781,0.009730552
14-May-23,26788.97,27150.98,26661.36,26930.64,26930.64,10014858959,-0.005442128,0.005471907
13-May-23,26807.77,27030.48,26710.87,26784.08,26784.08,9999171605,0.000780688,-0.000780079
12-May-23,26987.66,27055.65,25878.43,26804.99,26804.99,19313599897,0.00730461,-0.00725164
11-May-23,27621.09,27621.94,26781.83,27000.79,27000.79,16724343943,0.022998216,-0.022481189
10-May-23,27654.64,28322.69,26883.67,27621.76,27621.76,20656025026,0.001340248,-0.001338454
09-May-23,27695.07,27821.4,27375.6,27658.78,27658.78,14128593256,0.001283137,-0.001281493
08-May-23,28450.46,28663.27,27310.13,27694.27,27694.27,19122903752,0.027468137,-0.026733809
07-May-23,28901.62,29157.52,28441.37,28454.98,28454.98,11301355486,0.015801803,-0.015555991
06-May-23,29538.86,29820.13,28468.97,28904.62,28904.62,15913866714,0.02178752,-0.021322946
05-May-23,28851.48,29668.91,28845.51,29534.38,29534.38,17936566518,-0.023249853,0.023803276
04-May-23,29031.3,29353.19,28694.04,28847.71,28847.71,15548678514,0.005497837,-0.005467776
03-May-23,28680.49,29259.53,28178.39,29006.31,29006.31,19122972518,-0.011231005,0.011358573
02-May-23,28087.18,28881.3,27924.12,28680.54,28680.54,16432924527,-0.020535527,0.020966076
01-May-23,29227.1,29329.94,27680.79,28091.57,28091.57,18655599976,0.041907234,-0.040221656
30-Apr-23,29245.52,29952.03,29114.02,29268.81,29268.81,14652199272,-0.000694254,0.000694737
29-Apr-23,29336.57,29452.46,29088.04,29248.49,29248.49,10662634333,0.003137598,-0.003127784
28-Apr-23,29481.01,29572.79,28929.61,29340.26,29340.26,17544464887,0.004551084,-0.004530466
27-Apr-23,28428.46,29871.55,28402.89,29473.79,29473.79,27153445027,-0.035661854,0.036980653
26-Apr-23,28300.06,29995.84,27324.55,28422.7,28422.7,31854242019,-0.00404958,0.004066046
25-Apr-23,27514.87,28371.08,27207.93,28307.6,28307.6,17733373139,-0.027634275,0.028419631
24-Apr-23,27591.73,27979.98,27070.85,27525.34,27525.34,17703288330,0.002399244,-0.002393501
23-Apr-23,27816.14,27820.24,27400.31,27591.38,27591.38,12785446832,0.008195313,-0.008128696
22-Apr-23,27265.89,27872.14,27169.57,27817.5,27817.5,13125734602,-0.01943345,0.019818594
21-Apr-23,28249.23,28349.97,27177.37,27276.91,27276.91,20759504330,0.035527485,-0.034308587
20-Apr-23,28823.68,29076.4,28037.26,28245.99,28245.99,21340360360,0.020416703,-0.020008202
19-Apr-23,30394.19,30411.05,28669.9,28822.68,28822.68,24571565421,0.054639957,-0.05180911
18-Apr-23,29449.09,30470.3,29154.85,30397.55,30397.55,19480529496,-0.031335091,0.032348742
17-Apr-23,30317.15,30319.2,29275.37,29445.04,29445.04,17872186762,0.02955744,-0.028708879
16-Apr-23,30315.98,30555.54,30157.83,30315.36,30315.36,12854816417,0.000103578,-0.000103567
15-Apr-23,30490.75,30601.74,30245.88,30318.5,30318.5,11940685378,0.005514785,-0.005484539
14-Apr-23,30409.56,31005.61,30044.5,30485.7,30485.7,22659995079,-0.00284166,0.002849758
13-Apr-23,29892.74,30539.85,29878.62,30399.07,30399.07,17487721001,-0.008553551,0.008627346
12-Apr-23,30231.58,30462.48,29725.57,30139.05,30139.05,18651929926,0.003185568,-0.003175453
11-Apr-23,29653.68,30509.08,29609.3,30235.06,30235.06,20121259843,-0.019251822,0.01962973
10-Apr-23,28336.03,29771.46,28189.27,29652.98,29652.98,19282400094,-0.044512558,0.046586231
09-Apr-23,27952.37,28532.83,27828.48,28333.05,28333.05,12175322951,-0.013597548,0.01378499
08-Apr-23,27920.51,28159.86,27883.39,27947.79,27947.79,9373255556,-0.000784677,0.000785294
07-Apr-23,28038.97,28111.59,27794.03,27925.86,27925.86,10861680497,0.004235501,-0.004217637
06-Apr-23,28175.23,28178.38,27738.76,28044.14,28044.14,13837809380,0.004772477,-0.004749808
05-Apr-23,28169.73,28739.24,27843.76,28177.98,28177.98,17052315986,-0.000350983,0.000351107
04-Apr-23,27795.27,28433.74,27681.3,28168.09,28168.09,15284538859,-0.013414825,0.01359723
03-Apr-23,28183.08,28475.62,27276.72,27790.22,27790.22,19556501327,0.014720646,-0.014507093
02-Apr-23,28462.85,28518.96,27884.09,28199.31,28199.31,12284641999,0.00750834,-0.007452385
01-Apr-23,28473.33,28802.46,28297.17,28411.04,28411.04,10876469901,0.002373725,-0.002368104
31-Mar-23,28032.26,28639.9,27583.71,28478.48,28478.48,19001327598,-0.015623025,0.015870977
30-Mar-23,28350.14,29159.9,27720.16,28033.56,28033.56,22435349951,0.011232252,-0.01110749
29-Mar-23,27267.03,28619.54,27259.66,28348.44,28348.44,20684945906,-0.03810827,0.039618045
28-Mar-23,27132.89,27460.72,26677.82,27268.13,27268.13,17783600385,-0.004702926,0.004725148
27-Mar-23,27994.07,28037.93,26606.69,27139.89,27139.89,18188895178,0.03148281,-0.030521895
26-Mar-23,27495.52,28178.14,27445.05,27994.33,27994.33,13878363192,-0.017847185,0.018171496
25-Mar-23,27487.34,27791.83,27196.23,27494.71,27494.71,13383005987,-5.16463E-05,5.1649E-05
24-Mar-23,28324.11,28388.44,27039.27,27493.29,27493.29,25980310960,0.030577643,-0.029670392
23-Mar-23,27301.96,28729.84,27183.36,28333.97,28333.97,24220433689,-0.036229656,0.037591587
22-Mar-23,28158.72,28803.34,26760,27307.44,27307.44,33382021890,0.031800125,-0.030820044
21-Mar-23,27768.39,28439.56,27439.65,28175.82,28175.82,36102192830,-0.014501086,0.014714462
20-Mar-23,28041.6,28527.72,27242.88,27767.24,27767.24,44774027664,0.009775548,-0.009680912
19-Mar-23,26969.5,28440.56,26907.72,28038.68,28038.68,37769448859,-0.03826143,0.039783608
18-Mar-23,27448.12,27725.95,26636.26,26965.88,26965.88,35723036817,0.01698628,-0.016702566
17-Mar-23,25055.12,27787.81,24955.17,27423.93,27423.93,50730261335,-0.086462444,0.094645746
16-Mar-23,24373.46,25190.33,24225.11,25052.79,25052.79,33866061747,-0.027016153,0.027766291
15-Mar-23,24770.93,25240.62,23964.91,24375.96,24375.96,43655701450,0.015183402,-0.014956314
14-Mar-23,24201.77,26514.72,24081.18,24746.07,24746.07,54622230164,-0.022166752,0.022669256
13-Mar-23,22156.41,24550.84,21918.2,24197.53,24197.53,49466362688,-0.084040809,0.091751696
12-Mar-23,20628.03,22185.03,20448.81,22163.95,22163.95,29279035521,-0.069100499,0.074229816
11-Mar-23,20187.88,20792.53,20068.66,20632.41,20632.41,30180288176,-0.021576248,0.022052049
10-Mar-23,20367,20370.6,19628.25,20187.24,20187.24,39578257695,0.008707481,-0.008632315
09-Mar-23,21720.08,21802.72,20210.31,20363.02,20363.02,30364664171,0.066545139,-0.062393177
08-Mar-23,22216.44,22268.9,21708.05,21718.08,21718.08,22536575684,0.023100108,-0.022578542
07-Mar-23,22428.32,22527.42,22011.26,22219.77,22219.77,22765452204,0.009450593,-0.009362115
06-Mar-23,22436.82,22584.29,22331.31,22429.76,22429.76,17353192895,0.000256356,-0.00025629
05-Mar-23,22354.14,22613.69,22307.14,22435.51,22435.51,13317001733,-0.003662052,0.003675512
04-Mar-23,22362.92,22405.18,22198.98,22353.35,22353.35,11166012913,0.000417387,-0.000417213
03-Mar-23,23476.63,23479.35,22213.24,22362.68,22362.68,26062404610,0.04976103,-0.047402246
02-Mar-23,23647.02,23739.14,23245.02,23475.47,23475.47,20386398516,0.007287607,-0.007234882
01-Mar-23,23150.93,23880.63,23088.63,23646.55,23646.55,24662841200,,
,,,,,,,,
