Date,Open,High,Low,close,adj_close,Volume,daily_returns_adj,daily_fwd_returns_adj
28-Feb-24,57071.1,63913.13,56738.43,62504.79,62504.79,83239156760,-0.086704075,0.094935357
27-Feb-24,54519.36,57537.84,54484.2,57085.37,57085.37,49756832031,-0.044897143,0.047007652
26-Feb-24,51730.54,54938.18,50931.03,54522.4,54522.4,34074411896,-0.051156222,0.053914273
25-Feb-24,51565.21,51950.03,51306.17,51733.24,51733.24,15413239245,-0.003134155,0.003144009
24-Feb-24,50736.37,51684.2,50585.45,51571.1,51571.1,15174077879,-0.01627171,0.016540858
23-Feb-24,51283.91,51497.93,50561.78,50731.95,50731.95,21427078270,0.011295052,-0.011168898
22-Feb-24,51854.64,52009.61,50926.29,51304.97,51304.97,25413900611,0.010412442,-0.01030514
21-Feb-24,52273.54,52368.82,50671.76,51839.18,51839.18,28624907020,0.008597744,-0.008524453
20-Feb-24,51777.73,52945.05,50792.31,52284.88,52284.88,33353758256,-0.009672777,0.009767254
19-Feb-24,52134.81,52483.32,51711.82,51779.14,51779.14,21362184346,0.006632207,-0.006588511
18-Feb-24,51661.97,52356.96,51233.71,52122.55,52122.55,17595377311,-0.008816721,0.008895147
17-Feb-24,52161.68,52191.91,50669.67,51663,51663,20009091006,0.009623909,-0.009532172
16-Feb-24,51937.73,52537.97,51641.37,52160.2,52160.2,28180567298,-0.004249409,0.004267543
15-Feb-24,51836.79,52820.07,51371.63,51938.55,51938.55,38564360533,-0.002153506,0.002158154
14-Feb-24,49733.45,52021.37,49296.83,51826.7,51826.7,39105608050,-0.04021595,0.041901041
13-Feb-24,49941.36,50358.39,48406.5,49742.44,49742.44,35593051468,0.004337946,-0.004319209
12-Feb-24,48296.39,50280.48,47745.76,49958.22,49958.22,34511985805,-0.033313837,0.034461895
11-Feb-24,47768.97,48535.94,47617.41,48293.92,48293.92,19315867136,-0.010822066,0.010940465
10-Feb-24,47153.53,48146.17,46905.32,47771.28,47771.28,16398681570,-0.013063916,0.013236841
09-Feb-24,45297.38,48152.5,45260.82,47147.2,47147.2,39316770844,-0.039146121,0.040740972
08-Feb-24,44332.13,45575.84,44332.13,45301.57,45301.57,26154524080,-0.021706753,0.022188391
07-Feb-24,43090.02,44341.95,42775.96,44318.22,44318.22,21126587775,-0.027833925,0.028630833
06-Feb-24,42657.39,43344.15,42529.02,43084.67,43084.67,16798476726,-0.009887508,0.009986247
05-Feb-24,42577.62,43494.25,42264.82,42658.67,42658.67,18715487317,-0.001760252,0.001763356
04-Feb-24,42994.94,43097.64,42374.83,42583.58,42583.58,14802225490,0.009596892,-0.009505667
03-Feb-24,43184.96,43359.94,42890.81,42992.25,42992.25,11169245236,0.00450337,-0.00448318
02-Feb-24,43077.64,43422.49,42584.34,43185.86,43185.86,18603843039,-0.002549214,0.002555729
01-Feb-24,42569.76,43243.17,41879.19,43075.77,43075.77,21423953779,-0.011448664,0.011581253
31-Jan-24,42946.25,43717.41,42298.95,42582.61,42582.61,24673628793,0.008688993,-0.008614145
30-Jan-24,43300.23,43838.95,42711.37,42952.61,42952.61,23842814518,0.007814193,-0.007753605
29-Jan-24,42030.91,43305.87,41818.33,43288.25,43288.25,20668476578,-0.028937645,0.029799986
28-Jan-24,42126.13,42797.18,41696.91,42035.59,42035.59,16858971687,0.00200925,-0.002005221
27-Jan-24,41815.63,42195.63,41431.28,42120.05,42120.05,11422941934,-0.007197997,0.007250184
26-Jan-24,39936.82,42209.39,39825.69,41816.87,41816.87,25598119893,-0.045031108,0.047154529
25-Jan-24,40075.55,40254.48,39545.66,39933.81,39933.81,18491782013,0.003587436,-0.003574613
24-Jan-24,39877.59,40483.79,39508.8,40077.07,40077.07,22359526178,-0.005776869,0.005810436
23-Jan-24,39518.71,40127.35,38521.89,39845.55,39845.55,29244553045,-0.008487271,0.008559922
22-Jan-24,41553.65,41651.21,39450.12,39507.37,39507.37,31338708143,0.051595943,-0.049064418
21-Jan-24,41671.49,41855.37,41497.01,41545.79,41545.79,9344043642,0.002883565,-0.002875274
20-Jan-24,41624.59,41877.89,41446.82,41665.59,41665.59,11586690904,-0.001132349,0.001133633
19-Jan-24,41278.46,42134.16,40297.46,41618.41,41618.41,25752407154,-0.008562317,0.008636263
18-Jan-24,42742.31,42876.35,40631.17,41262.06,41262.06,25218357242,0.0358826,-0.03463964
17-Jan-24,43132.1,43189.89,42189.31,42742.65,42742.65,20851232595,0.009646103,-0.009553945
16-Jan-24,42499.34,43566.27,42086,43154.95,43154.95,24062872740,-0.014899334,0.015124681
15-Jan-24,41715.07,43319.72,41705.42,42511.97,42511.97,22320220558,-0.016835258,0.017123538
14-Jan-24,42842.26,43065.6,41724.61,41796.27,41796.27,17521429522,0.025028788,-0.024417644
