Date,Open,High,Low,Close ,Adj_Close ,Volume,daily_returns,prct_returns
2023-12-01,37718.01,38954.11,37629.36,38688.75,38688.75,23512784002,0.020356822,0.020356822
2023-12-02,38689.28,39678.94,38652.59,39476.33,39476.33,15534035612,0.012718001,0.012718001
2023-12-03,39472.21,40135.61,39298.16,39978.39,39978.39,15769696322,0.0500698,0.0500698
2023-12-04,39978.63,42371.75,39978.63,41980.1,41980.1,39856129827,0.050036803,0.050036803
2023-12-05,41986.27,44408.66,41421.15,44080.65,44080.65,36312154535,-0.007581558,-0.007581558
2023-12-06,44080.02,44265.77,43478.08,43746.45,43746.45,29909761586,-0.010373185,-0.010373185
2023-12-07,43769.13,44042.59,42880.65,43292.66,43292.66,27635760671,0.020186794,0.020186794
2023-12-08,43293.14,44705.52,43125.3,44166.6,44166.6,24421116687,-0.009976317,-0.009976317
2023-12-09,44180.02,44361.26,43627.6,43725.98,43725.98,17368210171,0.00122856,0.00122856
2023-12-10,43728.38,44034.63,43593.29,43779.7,43779.7,13000481418,-0.057923421,-0.057923421
2023-12-11,43792.02,43808.38,40234.58,41243.83,41243.83,40632672038,0.005004142,0.005004142
2023-12-12,41238.73,42048.3,40667.56,41450.22,41450.22,24779520132,0.034753012,0.034753012
2023-12-13,41468.46,43429.78,40676.87,42890.74,42890.74,26797884674,0.003106265,0.003106265
2023-12-14,42884.26,43390.86,41767.09,43023.97,43023.97,25578530178,-0.025432567,-0.025432567
2023-12-15,43028.25,43087.82,41692.97,41929.76,41929.76,19639442462,0.007401903,0.007401903
2023-12-16,41937.74,42664.95,41723.11,42240.12,42240.12,14386729590,-0.020725793,-0.020725793
2023-12-17,42236.11,42359.5,41274.54,41364.66,41364.66,16678702876,0.030433708,0.030433708
2023-12-18,41348.2,42720.3,40530.26,42623.54,42623.54,25224642008,-0.008282043,-0.008282043
2023-12-19,42641.51,43354.3,41826.34,42270.53,42270.53,23171001281,0.032687549,0.032687549
2023-12-20,42261.3,44275.59,42223.82,43652.25,43652.25,27868908174,0.004968816,0.004968816
2023-12-21,43648.13,44240.67,43330.05,43869.15,43869.15,22452766169,0.002934864,0.002934864
2023-12-22,43868.99,44367.96,43441.97,43997.9,43997.9,21028503216,-0.005872098,-0.005872098
2023-12-23,44012.2,44015.7,43351.36,43739.54,43739.54,13507796558,-0.016539269,-0.016539269
2023-12-24,43728.37,43945.52,42786.92,43016.12,43016.12,18830554085,0.013878983,0.013878983
2023-12-25,43010.57,43765.09,42765.77,43613.14,43613.14,21115795370,-0.025055293,-0.025055293
2023-12-26,43599.85,43603.18,41676.49,42520.4,42520.4,30026850982,0.021694528,0.021694528
2023-12-27,42518.47,43683.16,42167.58,43442.86,43442.86,25260941032,-0.018760275,-0.018760275
2023-12-28,43468.2,43804.78,42318.55,42627.86,42627.86,22992093014,-0.012397057,-0.012397057
2023-12-29,42614.64,43124.32,41424.06,42099.4,42099.4,26000021055,0.001365815,0.001365815
2023-12-30,42091.75,42584.13,41556.23,42156.9,42156.9,16013925945,0.002568737,0.002568737
2023-12-31,42152.1,42860.94,41998.25,42265.19,42265.19,16397498810,0.045004885,0.045004885
2024-01-01,42280.23,44175.44,42214.98,44167.33,44167.33,18426978443,0.017901014,0.017901014
2024-01-02,44187.14,45899.71,44176.95,44957.97,44957.97,39335274536,-0.046928053,-0.046928053
2024-01-03,44961.6,45503.24,40813.54,42848.18,42848.18,46342323118,0.031080433,0.031080433
2024-01-04,42855.82,44770.02,42675.18,44179.92,44179.92,30448091210,-0.000389996,-0.000389996
2024-01-05,44192.98,44353.29,42784.72,44162.69,44162.69,32336029347,-0.003928429,-0.003928429
2024-01-06,44178.95,44227.63,43475.16,43989.2,43989.2,16092503468,-0.001047985,-0.001047985
2024-01-07,43998.46,44495.57,43662.23,43943.1,43943.1,19330573863,0.068893637,0.068893637
2024-01-08,43948.71,47218,43244.08,46970.5,46970.5,42746192015,-0.017687059,-0.017687059
2024-01-09,46987.64,47893.7,45244.71,46139.73,46139.73,39821290992,0.010577652,0.010577652
2024-01-10,46121.54,47647.22,44483.15,46627.78,46627.78,50114613298,-0.005558703,-0.005558703
2024-01-11,46656.07,48969.37,45678.64,46368.59,46368.59,45833734549,-0.075814684,-0.075814684
2024-01-12,46354.79,46498.14,41903.77,42853.17,42853.17,43332698900,-0.00025179,-0.00025179
2024-01-13,42799.45,43234.66,42464.14,42842.38,42842.38,20601860469,-0.024417644,-0.024417644
2024-01-14,42842.26,43065.6,41724.61,41796.27,41796.27,17521429522,0.017123538,0.017123538
2024-01-15,41715.07,43319.72,41705.42,42511.97,42511.97,22320220558,0.015124681,0.015124681
2024-01-16,42499.34,43566.27,42086,43154.95,43154.95,24062872740,-0.009553945,-0.009553945
2024-01-17,43132.1,43189.89,42189.31,42742.65,42742.65,20851232595,-0.03463964,-0.03463964
2024-01-18,42742.31,42876.35,40631.17,41262.06,41262.06,25218357242,0.008636263,0.008636263
2024-01-19,41278.46,42134.16,40297.46,41618.41,41618.41,25752407154,0.001133633,0.001133633
2024-01-20,41624.59,41877.89,41446.82,41665.59,41665.59,11586690904,-0.002875274,-0.002875274
2024-01-21,41671.49,41855.37,41497.01,41545.79,41545.79,9344043642,-0.049064418,-0.049064418
2024-01-22,41553.65,41651.21,39450.12,39507.37,39507.37,31338708143,0.008559922,0.008559922
2024-01-23,39518.71,40127.35,38521.89,39845.55,39845.55,29244553045,0.005810436,0.005810436
2024-01-24,39877.59,40483.79,39508.8,40077.07,40077.07,22359526178,-0.003574613,-0.003574613
2024-01-25,40075.55,40254.48,39545.66,39933.81,39933.81,18491782013,0.047154529,0.047154529
2024-01-26,39936.82,42209.39,39825.69,41816.87,41816.87,25598119893,0.007250184,0.007250184
2024-01-27,41815.63,42195.63,41431.28,42120.05,42120.05,11422941934,-0.002005221,-0.002005221
2024-01-28,42126.13,42797.18,41696.91,42035.59,42035.59,16858971687,0.029799986,0.029799986
2024-01-29,42030.91,43305.87,41818.33,43288.25,43288.25,20668476578,-0.007753605,-0.007753605
2024-01-30,43300.23,43838.95,42711.37,42952.61,42952.61,23842814518,-0.008614145,-0.008614145
2024-01-31,42946.25,43717.41,42298.95,42582.61,42582.61,24673628793,0.011581253,0.011581253
2024-02-01,42569.76,43243.17,41879.19,43075.77,43075.77,21423953779,0.002555729,0.002555729
2024-02-02,43077.64,43422.49,42584.34,43185.86,43185.86,18603843039,-0.00448318,-0.00448318
2024-02-03,43184.96,43359.94,42890.81,42992.25,42992.25,11169245236,-0.009505667,-0.009505667
2024-02-04,42994.94,43097.64,42374.83,42583.58,42583.58,14802225490,0.001763356,0.001763356
2024-02-05,42577.62,43494.25,42264.82,42658.67,42658.67,18715487317,0.009986247,0.009986247
2024-02-06,42657.39,43344.15,42529.02,43084.67,43084.67,16798476726,0.028630833,0.028630833
2024-02-07,43090.02,44341.95,42775.96,44318.22,44318.22,21126587775,0.022188391,0.022188391
2024-02-08,44332.13,45575.84,44332.13,45301.57,45301.57,26154524080,0.040740972,0.040740972
2024-02-09,45297.38,48152.5,45260.82,47147.2,47147.2,39316770844,0.013236841,0.013236841
2024-02-10,47153.53,48146.17,46905.32,47771.28,47771.28,16398681570,0.010940465,0.010940465
2024-02-11,47768.97,48535.94,47617.41,48293.92,48293.92,19315867136,0.034461895,0.034461895
2024-02-12,48296.39,50280.48,47745.76,49958.22,49958.22,34511985805,-0.004319209,-0.004319209
2024-02-13,49941.36,50358.39,48406.5,49742.44,49742.44,35593051468,0.041901041,0.041901041
2024-02-14,49733.45,52021.37,49296.83,51826.7,51826.7,39105608050,0.002158154,0.002158154
2024-02-15,51836.79,52820.07,51371.63,51938.55,51938.55,38564360533,0.004267543,0.004267543
2024-02-16,51937.73,52537.97,51641.37,52160.2,52160.2,28180567298,-0.009532172,-0.009532172
2024-02-17,52161.68,52191.91,50669.67,51663,51663,20009091006,0.008895147,0.008895147
2024-02-18,51661.97,52356.96,51233.71,52122.55,52122.55,17595377311,-0.006588511,-0.006588511
2024-02-19,52134.81,52483.32,51711.82,51779.14,51779.14,21362184346,0.009767254,0.009767254
2024-02-20,51777.73,52945.05,50792.31,52284.88,52284.88,33353758256,-0.008524453,-0.008524453
2024-02-21,52273.54,52368.82,50671.76,51839.18,51839.18,28624907020,-0.01030514,-0.01030514
2024-02-22,51854.64,52009.61,50926.29,51304.97,51304.97,25413900611,-0.011168898,-0.011168898
2024-02-23,51283.91,51497.93,50561.78,50731.95,50731.95,21427078270,0.016540858,0.016540858
2024-02-24,50736.37,51684.2,50585.45,51571.1,51571.1,15174077879,0.003144009,0.003144009
2024-02-25,51565.21,51950.03,51306.17,51733.24,51733.24,15413239245,0.053914273,0.053914273
2024-02-26,51730.54,54938.18,50931.03,54522.4,54522.4,34074411896,0.047007652,0.047007652
2024-02-27,54519.36,57537.84,54484.2,57085.37,57085.37,49756832031,0.094935357,0.094935357
2024-02-28,57071.1,63913.13,56738.43,62504.79,62504.79,83239156760,-0.020900958,-0.020900958
2024-02-29,62499.18,63585.64,60498.73,61198.38,61198.38,65496611844,0,0
