Feature,MI
X611,0.017345873837268933
X524,0.01725494921242099
X265,0.0172256478454198
X739,0.017222773082619103
X365,0.01722085560531017
X400,0.017129893040557675
X210,0.017100549481964933
X112,0.01709975498308225
X407,0.01706713618195721
X2,0.017058086877035805
X258,0.017011157071641136
X573,0.01699708629944574
X669,0.0169941666757083
X63,0.016968934821145254
X520,0.016705500614947244
X441,0.016490212395440018
X148,0.016288491957799245
X634,0.016280469408960663
X663,0.016214284994258144
X803,0.016061757003693167
X454,0.016042432421512487
X102,0.01598937543747425
X3,0.015964715776422445
X448,0.01573783526258854
X101,0.01572085603818163
X209,0.015662550388609198
X468,0.015591686982304509
X799,0.01559053581779457
X622,0.015578254342777598
X819,0.015562137390738862
X99,0.015480033279559713
X440,0.015359910701056023
X208,0.015351021378460672
X653,0.01533516499430565
X195,0.015234733930756583
X735,0.015158895624228563
X475,0.015127459854468839
X273,0.015099286980050586
X106,0.014990165053225368
X352,0.014989797719411335
X5,0.014977899457028876
X512,0.01495396533140081
X394,0.014914995389562868
X771,0.014821675131476031
X248,0.014735264568676243
X4,0.014713589665645621
X143,0.01469585397678852
X6,0.01464449410273616
X7,0.014586406749147685
X521,0.014518376302421032
X348,0.014477808006085446
X252,0.014356346670021836
X203,0.014340424370701044
X616,0.01429197188219522
X1,0.014202104011826755
X251,0.014185683254636317
X317,0.014131532445428086
X795,0.014129372735515844
X316,0.014087565090726173
X610,0.014054580288246576
X775,0.014037266622906053
X603,0.014018329618901149
X59,0.01400578496953564
X207,0.013959670844009509
X619,0.013918419092442846
X58,0.013890206472161992
X513,0.01385542930196415
X230,0.013673912323045379
X253,0.01366685032517001
X57,0.013513283973100698
X571,0.013511566350568716
X141,0.013475872034838687
X228,0.013435940266132818
X255,0.013267633222674213
X257,0.013265578521231447
X657,0.013122957852262473
X522,0.013085129530361783
X401,0.013064371907463901
X474,0.013058819663186227
X767,0.013041992559300386
X323,0.012974856675755042
X8,0.012822603750449524
X561,0.012802924314263997
X447,0.012744851315496852
X791,0.012537099451077172
X194,0.01237552366338246
X142,0.012316728752456818
X395,0.012267156268197965
X467,0.012206864789416905
X305,0.012180596709222336
X552,0.012158650917821312
X613,0.012093496346999189
X390,0.012061224185929476
X875,0.011988748525913806
X562,0.01197035997035556
X310,0.01190945427112311
X359,0.011880021016093423
X660,0.011785675001074303
X570,0.011720106196638769
X763,0.011666835110066831
X254,0.011648024466214046
X306,0.011551713280434583
X514,0.011481190874407465
X545,0.011385194872247872
X229,0.011373091669643287
X220,0.011136365837573159
X100,0.011068307199380456
X505,0.011052011516365035
X609,0.011045141611020881
X654,0.010851937185837102
X353,0.010687102295107387
X250,0.010595265552935551
X347,0.010550093375313985
X192,0.010515678128645511
X453,0.010511457959003323
X193,0.010303757100050603
X564,0.010245366885891505
X388,0.01018662434237605
X506,0.010173139599690462
X659,0.010164869644111896
X554,0.010069090961652982
X249,0.010017159911059892
X515,0.009910600817779835
X496,0.009904662682526322
X651,0.009900589121319747
X641,0.009826671141722088
X656,0.009820125682640679
X311,0.009792236354391193
X202,0.009768639419350578
X439,0.009767651330363059
X346,0.009741698486335437
X227,0.009695442176259839
X517,0.009694862127404669
X559,0.009561015319822452
X647,0.009532910836030695
X566,0.009422546208956994
X650,0.00927618883026593
X206,0.00906812985993355
X507,0.009066015531447702
X593,0.009060703948755133
X555,0.00883031206652829
X498,0.008573964772562448
X639,0.008573341366754583
X645,0.008414133076587227
X602,0.00839585419350275
X642,0.008371307121508131
X446,0.00813655780591116
X563,0.00801946672914311
X304,0.008002446487838988
X547,0.00796248835842528
X508,0.0077715295406148854
X201,0.007739153113383246
X608,0.007590050112419533
X389,0.007562881012249001
X644,0.007562080771620572
X648,0.007375892237951653
X638,0.00737079760902315
X499,0.007291252248424751
X500,0.00684760957848507
X557,0.006726972703583245
ask_qty,0.006611268842578788
X548,0.006014321565880554
X629,0.005950093143184176
X626,0.005886369461497232
X607,0.005821490640665061
X200,0.005805717657637821
X556,0.005793306817973853
X627,0.0057386492648161536
X635,0.00572163335786513
X636,0.005604368058484965
X510,0.005382529189424723
X633,0.00516757172588278
bid_qty,0.0050674491546613964
X501,0.004955375797064621
X617,0.004852799307216493
X549,0.0047683767524886456
X630,0.004734103681263591
X601,0.00466434410757266
X614,0.00425043132971048
X550,0.004186721180736264
X606,0.003968401936822907
X503,0.0038063745589953513
X620,0.0036731527566402633
X600,0.003593156907109041
X632,0.003068428627588382
X599,0.002148710132960474
X615,0.0017818724525970886
X199,0.0016011406901830227
X623,0.0013968671783883835
X618,0.0012929571956821206
X621,0.0010704881248546627
X624,0.0010311845443178314
